first_name,last_name,emp_no,dept_name
Lalit,Ferretti,257526,Quality Management
Suebskul,Brookner,257533,Development
Souichi,Segond,257537,Development
Marco,Bellmore,257538,Production
Marco,Bellmore,257538,Quality Management
Ymte,Heyers,257565,Production
Ramachenga,Mersereau,257578,Production
Ramachenga,Mersereau,257578,Customer Service
Hideyuki,Markovitch,257617,Development
Luisa,Stille,257628,Research
Jongsuk,Neiman,257630,Sales
Reinhard,Klyachko,257640,Development
Reinhard,Klyachko,257640,Research
Naftaly,Kirkerud,257652,Research
Danae,Kadhim,257659,Sales
Keiichiro,Gide,257665,Sales
Alagu,Dechter,257667,Customer Service
Rayond,Buescher,257671,Customer Service
Doowon,Bondorf,257677,Production
Siamak,Szilard,257685,Development
Gad,Zykh,257699,Development
Takushi,Jumpertz,257705,Sales
Adin,Toyoshima,257733,Production
Jaewon,Merkl,257740,Finance
Mitsuyuki,Kalafatis,257793,Production
Yongmin,Gecsei,257797,Finance
Alselm,Samarati,257798,Production
Alselm,Samarati,257798,Development
Josyula,Vieri,257802,Development
Peer,Conte,257804,Production
Sanjay,Kaminger,257817,Production
Kristin,Iisaka,257828,Human Resources
Uriel,Stafford,257845,Production
Shahar,Gill,257860,Development
Zhiwei,Niizuma,257863,Production
Masaki,Collette,257867,Finance
Kiam,Isard,257876,Human Resources
Zhensheng,Tiemann,257888,Production
Jacopo,Serdy,257907,Customer Service
Garnet,Liedekerke,257914,Quality Management
Subir,Noriega,257915,Sales
Marek,Fiebach,257920,Finance
Ziyad,Baja,257934,Production
Kwangyoen,Alencar,257953,Sales
Ugo,Pramanik,257957,Production
Hugo,Nivat,257971,Production
Hugo,Nivat,257971,Customer Service
Marko,Goodrum,257977,Human Resources
Saeed,Zaccaria,257982,Development
Phule,Usdin,257988,Production
Kazuhito,Besancenot,257992,Marketing
Ronnie,Azulay,257993,Development
Abdelghani,Rubsam,258003,Sales
Renee,Flanders,258009,Production
Renee,Flanders,258009,Development
Boaz,Birch,258010,Development
Yuchang,Jeong,258041,Production
Divier,Barinka,258054,Production
Elvis,Kakkar,258061,Development
Herbert,Jording,258071,Development
Hilary,Orlowski,258078,Production
Juichirou,Setia,258084,Sales
Shirish,Mitchem,258096,Sales
Pranas,Manderick,258100,Development
Uinam,Ibel,258102,Production
Mabhin,Mamelak,258122,Quality Management
Doohun,Heping,258129,Production
Haldon,Speel,258132,Research
Boutros,Georgakopoulos,258140,Development
Billie,Guting,258153,Production
Tetsushi,Frijda,258157,Production
Ute,Wynblatt,258159,Development
Junsik,Pews,258168,Development
Honesty,Hinsberger,258176,Production
Honesty,Hinsberger,258176,Quality Management
Sanjay,Kitai,258187,Development
Shaz,Calkin,258193,Development
Adit,Lorys,258196,Finance
Saeko,Ranka,258197,Production
Saeko,Ranka,258197,Development
Oguz,Heinisuo,258198,Production
Kazuhiro,Skogmar,258203,Development
Gill,Matteis,258205,Quality Management
Sandeepan,Picaronny,258214,Sales
Alper,Candan,258216,Quality Management
Mokhtar,Ranon,258230,Quality Management
Sushant,Clouatre,258240,Sales
Sahrah,Dayang,258256,Quality Management
Xudong,Kuzuoka,258259,Production
Mads,Peck,258271,Development
JoAnna,Maksimenko,258273,Sales
Bodo,Leivant,258292,Marketing
Martina,Ciolek,258317,Research
Manibrata,Remmele,258318,Development
Peternela,Akiyama,258328,Marketing
Ranan,Danecki,258357,Marketing
Saeed,Bresenham,258359,Production
Udi,Ciolek,258371,Sales
Marlo,Demos,258375,Customer Service
Tsz,Vesna,258385,Sales
Oscar,Ozeki,258386,Development
Diederik,Khasidashvili,258397,Sales
Sangeeta,Lieblein,258398,Customer Service
Kendra,Journel,258399,Development
Mihalis,Tchuente,258411,Development
Rosalie,Klerer,258426,Human Resources
Sanjai,McClure,258436,Production
Nahla,Menhardt,258451,Marketing
True,Gihr,258457,Finance
True,Gihr,258457,Human Resources
Abdulah,Hellwagner,258473,Production
Arve,Minakawa,258484,Customer Service
Vidya,Vingron,258487,Finance
Vidya,Vingron,258487,Sales
Serap,Zultner,258496,Sales
Kristinn,Crabtree,258500,Production
Nadjib,Bach,258501,Research
Nechama,Miculan,258507,Sales
Lech,Thimonier,258514,Quality Management
Felicidad,Pintelas,258521,Sales
Jouni,Bierman,258548,Production
Yonghong,Kossowski,258554,Development
Uwe,Nyrup,258555,Quality Management
Kazuhisa,Pollacia,258557,Quality Management
Sverrir,Schwabacher,258562,Customer Service
Susumu,Masada,258568,Production
Fumitaka,Ariola,258581,Production
Francoise,Emden,258587,Quality Management
Sadun,Baumann,258595,Sales
Xiaocheng,Veccia,258599,Marketing
Tsutomu,Rosaz,258604,Finance
Adit,Birge,258609,Development
Arne,Aloia,258621,Development
Dines,Swab,258624,Sales
Maris,Cools,258627,Sales
Filipe,Yeung,258629,Production
Filipe,Yeung,258629,Development
Fei,Slaats,258632,Sales
Oscar,Compeau,258651,Development
Denis,Choobineh,258657,Development
King,Zastre,258660,Development
Zissis,Ghazalie,258669,Quality Management
Weijing,Delgrossi,258671,Sales
Uinam,Iisaka,258678,Quality Management
Nakhoon,Kleiser,258680,Quality Management
Weijing,Brobst,258681,Development
Shawna,Rabehasaina,258716,Sales
Girolamo,Toyoshima,258739,Development
Shahaf,Candan,258747,Customer Service
Adil,Jervis,258752,Research
Xiadong,Peak,258763,Production
Huiqun,Birsak,258786,Development
Badri,Hofstetter,258796,Sales
Margareta,Shanbhogue,258800,Production
Masaru,Gulak,258805,Development
Ziva,Sabnani,258810,Sales
Mizuhito,Pavlopoulou,258822,Quality Management
Zhiguo,Pusterhofer,258827,Sales
Adil,Perin,258831,Finance
Zhensheng,Stanger,258838,Finance
Tooru,Suermann,258848,Production
Werner,Heuter,258850,Sales
Sigeru,Aamodt,258861,Development
Elvia,Baig,258863,Development
Elvia,Baig,258863,Research
Marlo,Dichev,258865,Development
Boguslaw,Berendt,258867,Quality Management
Valeska,Billawala,258869,Development
Candido,Varker,258878,Production
King,Keirsey,258901,Development
Parke,Kumaresan,258907,Production
Parke,Kumaresan,258907,Quality Management
Heekeun,Stiles,258924,Development
Fumiya,Kragelund,258927,Sales
Danae,Karlin,258933,Development
Moriyoshi,Harllee,258935,Development
Tse,Bugaenko,258938,Production
Froduald,Hatcliff,258944,Development
Serenella,Pollock,258955,Sales
Clyde,Riexinger,258963,Finance
Gil,Pokrovskii,258968,Sales
Jungsoon,Brandsma,258969,Development
Dulce,Zultner,258973,Development
Jinpo,Pusterhofer,258974,Production
Guther,Swist,258981,Production
Izaskun,Marakhovsky,258992,Sales
Halsur,Boudaillier,258996,Marketing
Karlis,Cummings,259002,Sales
Sreekrishna,Neimat,259006,Production
Paris,Bahl,259019,Development
Maris,Redmiles,259021,Sales
Christoper,Feldhoffer,259041,Development
Subhada,Wilharm,259047,Quality Management
Mads,Comellas,259052,Human Resources
Chaoyi,Kornatzky,259060,Finance
Tetsurou,Scharstein,259062,Production
Tetsurou,Scharstein,259062,Customer Service
Shirish,Rodite,259069,Development
Freyja,Herbst,259075,Quality Management
Douadi,Puppe,259085,Sales
Yonghoan,Pavlopoulou,259096,Development
Jiong,Nitta,259102,Development
Shir,Valiente,259103,Sales
Masali,Ponthieu,259104,Sales
Christfried,Hennebert,259111,Production
Eckart,Lunt,259116,Marketing
Eckart,Lunt,259116,Sales
Khalid,Matzke,259120,Customer Service
Dines,Encarnacion,259126,Marketing
Elgin,Raney,259134,Finance
Elgin,Raney,259134,Human Resources
Anyuan,Samarati,259140,Sales
Kiyomitsu,Majewski,259150,Sales
Marsha,Badr,259160,Sales
Masadi,Krone,259166,Development
Petter,Ramaiah,259179,Production
Kellyn,Ozeki,259182,Development
Sandeepan,Merli,259194,Sales
Bodh,Moehrke,259202,Development
Apostol,Vakili,259223,Production
Toshimo,Stifter,259225,Production
Becky,Setiz,259241,Sales
Chuanyi,Hertweck,259248,Development
Douadi,Gist,259259,Sales
Morris,Pfau,259260,Research
Sarita,Jansch,259277,Development
Odoardo,Khasidashvili,259285,Production
Menkae,Hofstetter,259311,Sales
Masadi,Aingworth,259313,Sales
Sachar,Perly,259326,Sales
Serenella,Seghrouchni,259342,Development
Serenella,Seghrouchni,259342,Research
Poorav,Janetzko,259350,Finance
Gurbir,Ushiama,259382,Development
Vivian,Selenyi,259387,Production
Gadiel,Fiebach,259391,Development
Mary,Jansen,259392,Production
Uriel,Seuren,259402,Finance
Yurij,Brookner,259405,Development
Yechezkel,Waleschkowski,259410,Development
Faiza,Perry,259411,Research
Lena,Daescu,259414,Sales
Barun,Dayana,259424,Sales
Khedija,Lores,259427,Production
Khedija,Lores,259427,Customer Service
Dinkar,Passino,259428,Production
Yechiam,Kobara,259430,Production
Mitchel,Gluchowski,259431,Development
Yucel,Babb,259437,Production
Subir,Shumilov,259440,Development
Yongmin,Ramsay,259443,Sales
Juichirou,Gadepally,259452,Customer Service
Alper,Garnier,259457,Production
Genki,Aseltine,259466,Finance
Marit,Majewski,259467,Marketing
Marit,Majewski,259467,Sales
Kristinn,Isard,259469,Production
Karlis,Lakshmanan,259470,Production
Vasilii,Zobel,259479,Production
Udi,Zultner,259501,Development
Mrinalini,Ozeri,259505,Production
Mrinalini,Ozeri,259505,Quality Management
Jinxi,Arlazarov,259512,Development
Tremaine,Miyakawa,259517,Development
Jongsuk,Sambasivam,259519,Production
Siamak,Verhoeff,259536,Development
Jaber,Alblas,259541,Marketing
Heekeun,Quaggetto,259542,Sales
Arup,Coorg,259551,Production
Arup,Coorg,259551,Development
Danai,Krychniak,259553,Marketing
Shirish,Osgood,259565,Production
Kiyomitsu,Swan,259583,Research
Kristian,Prochazka,259609,Sales
Ulf,Vesel,259613,Development
Sergi,Yemenis,259629,Research
Pranay,Dehkordi,259654,Production
Kristinn,Melter,259660,Sales
Masaki,Casley,259663,Development
Jiong,Ishibashi,259679,Development
Zine,Shobatake,259682,Human Resources
Ronghao,Hebert,259700,Research
Rosella,Perin,259707,Development
Remzi,Kolinko,259716,Sales
Candida,Vendrig,259722,Development
Houman,Cyne,259726,Quality Management
Masaki,Flasterstein,259731,Sales
Reinhold,Gils,259734,Finance
Youssef,Chaudhuri,259771,Production
Siamak,Godskesen,259777,Quality Management
Genevieve,Luby,259783,Human Resources
Yonghong,Giveon,259787,Production
Yefim,Birke,259793,Human Resources
Kensyu,Zielinski,259803,Sales
Utpal,Soicher,259825,Research
Pascal,Beausoleil,259841,Development
Pascal,Beausoleil,259841,Research
Muneo,Parfitt,259846,Marketing
Odoardo,Prampolini,259849,Marketing
Yuriy,Camurati,259856,Development
Miomir,Hooghiemstra,259859,Sales
Miomir,Hooghiemstra,259859,Customer Service
Falguni,Polajnar,259860,Finance
Jovan,Siegrist,259863,Sales
Shuji,Bolsens,259880,Production
Lakshmi,Angel,259898,Development
Taiji,Sanella,259900,Sales
Tzu,Demri,259916,Development
Isaac,Marletta,259917,Development
Terresa,Kitsuregawa,259922,Production
Terresa,Kitsuregawa,259922,Customer Service
Arra,Linnainmaa,259942,Production
Kasidit,Yoshimura,259947,Production
Kasidit,Yoshimura,259947,Quality Management
Marc,Veeraraghavan,259949,Development
Shir,Beerel,259951,Development
Vatsa,DeMori,259958,Production
Vatsa,DeMori,259958,Development
Danae,Thambidurai,259960,Development
Magdalena,Nitsche,259989,Production
Sudhanshu,Kalefeld,260000,Development
Ute,McAffer,260007,Quality Management
Rosalie,Falck,260011,Sales
Berto,Swist,260017,Production
Charmane,Keirsey,260029,Human Resources
Radhakrishnan,Morrey,260035,Human Resources
Naraig,Prochazka,260037,Development
Josyula,Oaver,260044,Production
Wonhee,Orlowski,260046,Production
Vishwani,Wallrath,260077,Human Resources
Gregory,Marzano,260080,Human Resources
Gina,Swan,260082,Sales
Aruna,Detkin,260092,Production
Dhritiman,Ghazalie,260101,Sales
Margo,Raczkowsky,260117,Production
Margo,Raczkowsky,260117,Customer Service
Spyrose,Worfolk,260126,Development
Willard,Yoshimura,260128,Marketing
Fun,Baja,260144,Sales
Lihong,Rajcani,260145,Sales
Yaghout,Eterovic,260148,Human Resources
Lokesh,Codenie,260169,Production
Lokesh,Codenie,260169,Development
Evgueni,Shanbhogue,260181,Production
Stabislas,Salvesen,260189,Production
Stabislas,Salvesen,260189,Quality Management
Maya,Rassart,260193,Development
Pranjal,Waterhouse,260206,Development
Berry,Preusig,260222,Human Resources
Alagu,Birta,260246,Customer Service
Lillian,McAlpine,260273,Development
Hidefumi,Lodder,260281,Finance
Heng,Denti,260296,Research
Munir,Velasco,260302,Quality Management
Jiong,Gill,260305,Development
Arlette,Lamparter,260322,Development
Zorica,Lamma,260325,Marketing
Niteen,Matteis,260331,Sales
Leaf,Peroz,260342,Marketing
Sugwoo,Marchesini,260344,Production
Sugwoo,Marchesini,260344,Development
Stafford,Pettit,260348,Quality Management
Ayonca,Kilgore,260352,Production
Ayonca,Kilgore,260352,Customer Service
Kensyu,Furudate,260359,Development
Taisook,Basagni,260378,Development
Utpal,Tagansky,260380,Production
Utpal,Tagansky,260380,Quality Management
Jongsuk,Matheson,260393,Production
Stamatina,Jullig,260414,Production
Lobel,Broder,260415,Development
Wuxu,Trachtenberg,260417,Development
Alejandro,Pezzoli,260418,Development
Yurii,Senzako,260420,Marketing
Yurii,Senzako,260420,Sales
Debaprosad,Papadias,260423,Development
Munehiro,Jervis,260427,Development
Ennio,Gruenwald,260441,Development
Shounak,Luck,260456,Human Resources
Danco,Jeong,260502,Sales
Foong,Lueh,260507,Development
Foong,Lueh,260507,Customer Service
Hidekazu,Byoun,260516,Production
Hidekazu,Byoun,260516,Development
Dekang,Marrevee,260521,Human Resources
Kasturi,Baez,260522,Production
Katsuyuki,Lindqvist,260527,Production
Nechama,Hofstetter,260529,Development
Ute,Scharstein,260541,Finance
Ute,Scharstein,260541,Sales
Behnaam,Haldar,260546,Production
Ebru,Birjandi,260550,Development
Alper,Murtha,260551,Development
Abdulla,Lamparter,260573,Research
Kokou,Ushiama,260575,Production
Shuichi,Speel,260588,Production
Spyrose,Falster,260603,Human Resources
Roded,Conte,260612,Sales
Piyawadee,Eppinger,260626,Finance
Beshir,Angelov,260634,Finance
Richara,Cronan,260638,Production
Xianlong,Kemmerer,260642,Customer Service
Moty,Bennet,260644,Human Resources
Akemi,Weedon,260667,Development
Nitsan,Sinicrope,260669,Quality Management
Divine,Acton,260670,Quality Management
Kristin,Tibblin,260690,Development
Oksana,Mungall,260693,Development
Nagui,Renear,260697,Production
Eishiro,Taubenfeld,260700,Sales
Nalini,Billawala,260727,Sales
Domenico,Schmiedel,260742,Customer Service
Jahangir,Swick,260756,Production
Honesty,Kalefeld,260764,Development
Stepehn,Rando,260779,Human Resources
Bangqing,Walstra,260781,Development
Danny,Emmerich,260783,Quality Management
Niteen,Perfilyeva,260790,Development
Dines,Kragelund,260797,Production
Khoa,Tomescu,260834,Development
Goa,Serra,260850,Production
Aram,Asser,260864,Research
Giao,Zallocco,260865,Production
Mona,Streng,260889,Development
Prasadram,Templeman,260895,Sales
Mandell,Raczkowsky,260902,Quality Management
Tru,Vecchio,260911,Development
Irena,Highland,260920,Finance
Irena,Highland,260920,Sales
Irena,Bugrara,260922,Production
Sudharsan,Oberman,260949,Sales
Aamod,Leuchs,260969,Finance
Reuven,Ermel,260981,Sales
Dung,Cardazo,260986,Quality Management
Dietrich,Etalle,260992,Production
Dietrich,Etalle,260992,Development
Kazuhide,Schonegge,260994,Development
Vishwani,Zyda,260998,Research
Yakkov,Jayawardene,261007,Sales
Fei,Nourani,261010,Development
Genta,Varker,261017,Marketing
Uwe,Honglei,261053,Sales
King,Zuberek,261070,Development
Carrsten,Wilfing,261073,Production
Chandrasekaran,Esposito,261075,Sales
Teiji,Hegner,261087,Research
Chaoyi,Speckmann,261102,Sales
Bogdan,Quadeer,261109,Development
Tremaine,Pena,261127,Sales
Brigham,Stassinopoulos,261130,Production
Chriss,Noriega,261135,Development
Vishv,Joslin,261136,Sales
Reinhard,Mansanne,261143,Production
Reinhard,Mansanne,261143,Quality Management
Tommaso,Murillo,261147,Quality Management
Wayne,Riesenhuber,261149,Research
Fusako,Anily,261153,Production
Fusako,Anily,261153,Quality Management
Kokou,Janocha,261159,Marketing
Katsuyuki,Luit,261172,Marketing
Katsuyuki,Luit,261172,Sales
Ottavia,Michaeli,261189,Customer Service
Ranga,Pusterhofer,261190,Production
Ranga,Pusterhofer,261190,Customer Service
Susanta,Schneeberger,261192,Finance
Nimmagadda,Nitta,261194,Development
Maya,Kitsuregawa,261196,Development
Abdulah,Covnot,261213,Finance
Parto,Honiden,261225,Production
Zhaofang,Baby,261226,Sales
Shahab,Schusler,261245,Production
Shahab,Schusler,261245,Development
Sanjiv,Munos,261247,Production
Gift,Negoita,261249,Development
Sven,Michaels,261255,Production
Bikash,Schahn,261262,Human Resources
Dipayan,Murillo,261271,Production
Fun,Gopalakrishnan,261272,Production
Mads,Serra,261274,Development
Ghassan,Sgarro,261279,Sales
Ottavia,Ventosa,261298,Development
Chenxi,Prenel,261317,Production
Aram,Eldridge,261321,Sales
Takahira,DiGiano,261330,Quality Management
Deniz,Leslie,261337,Sales
Elvis,Brendel,261346,Production
Ottavia,Erde,261351,Production
Zdislav,Emiris,261362,Finance
Feiyu,Asmuth,261365,Sales
Xianlong,Uhrig,261372,Production
Arumugam,Antonisse,261374,Production
Elliott,Manders,261383,Marketing
Roddy,Angel,261385,Production
Roddy,Angel,261385,Development
Berna,Uhrig,261403,Human Resources
Chiradeep,Cairo,261409,Sales
Sreenivas,Vilarrasa,261416,Finance
Bingning,Tramer,261421,Research
Ioana,Sinicrope,261427,Production
Niclas,Cairo,261437,Production
Erzsebet,Ligten,261446,Sales
Randi,Gide,261451,Sales
Eberhardt,Swiss,261458,Development
Radoslaw,Covnot,261468,Development
Bezalel,Schreiter,261486,Marketing
George,Driscoll,261507,Finance
Takahito,Ohori,261510,Development
Kitty,Ravishankar,261516,Human Resources
Caolyn,Orsini,261517,Research
Fumiyo,Munro,261526,Sales
Arunachalam,Butner,261527,Development
Gita,Karunanithi,261548,Sales
Thodoros,Albarhamtoshy,261569,Sales
Maha,Comte,261575,Human Resources
Kellie,Chappelet,261580,Production
Kankanahalli,Dymetman,261595,Production
Shaunak,Prochazka,261597,Marketing
Mostafa,Anily,261598,Human Resources
Jouko,Genin,261599,Production
Jouko,Genin,261599,Customer Service
Billur,Gunderson,261607,Development
Faiza,Nittel,261615,Finance
Freyja,Takanami,261624,Human Resources
Mokhtar,Kemmerer,261627,Marketing
Arvin,Rajaraman,261628,Production
Zhiguo,Hertweck,261633,Production
Amalendu,Ruther,261635,Development
Stafford,Codenie,261644,Production
Stafford,Codenie,261644,Development
Zhenbing,Maksimenko,261648,Production
Angus,Anguita,261651,Production
Fatemeh,Birta,261673,Production
Kenton,Perin,261686,Development
Giri,Acton,261695,Development
Mamdouh,Gronowski,261700,Development
Goa,Kaltofen,261702,Development
Oldrich,Mawatari,261729,Development
Bogdan,Pfau,261732,Finance
Radhia,Velardi,261738,Production
Anyuan,Codenie,261750,Production
Tzvetan,Bala,261754,Development
Kenton,Viele,261764,Development
Weiyi,Esteva,261772,Customer Service
Yahiko,Dichev,261779,Quality Management
Pantung,Fontet,261786,Customer Service
Van,Kinley,261801,Sales
Hugh,Kowalchuk,261803,Production
Akeel,Veeraraghavan,261805,Production
Akeel,Veeraraghavan,261805,Development
Kensei,Middleton,261811,Research
